Age,Workclass,Education,Occupation,Marital Status,Relationship,Race,Sex,Native Country,Salary
*,*,Some-college,Other,*,Unmarried,*,*,*,49
*,*,1st-4th,*,*,Married,*,*,*,49
*,*,HS-grad,Other,*,Married,*,*,*,44
*,*,Bachelors,Technical,*,Unmarried,*,*,*,49
*,*,Bachelors,Nontechnical,*,Married,*,*,*,50
*,*,HS-grad,Other,*,Unmarried,*,*,*,35
*,*,HS-grad,Other,*,Unmarried,*,*,*,46
*,*,Assoc-acdm,Nontechnical,*,Unmarried,*,*,*,35
*,*,HS-grad,Technical,*,Unmarried,*,*,*,45
*,*,Bachelors,Technical,*,Unmarried,*,*,*,41
*,*,HS-grad,Other,*,Unmarried,*,*,*,45
*,*,Some-college,Technical,*,Unmarried,*,*,*,36
*,*,5th-6th,Other,*,Unmarried,*,*,*,32
*,*,Some-college,Technical,*,Unmarried,*,*,*,46
*,*,HS-grad,*,*,Married,*,*,*,35
*,*,HS-grad,Other,*,Unmarried,*,*,*,37
*,*,HS-grad,Other,*,Married,*,*,*,42
*,*,Some-college,Other,*,Married,*,*,*,48
*,*,Some-college,Other,*,Unmarried,*,*,*,43
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,34
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,49
*,*,Some-college,Other,*,Unmarried,*,*,*,38
*,*,Some-college,Nontechnical,*,Married,*,*,*,43
*,*,HS-grad,Other,*,Unmarried,*,*,*,48
*,*,HS-grad,Other,*,Unmarried,*,*,*,47
*,*,Assoc-voc,Nontechnical,*,Unmarried,*,*,*,41
*,*,5th-6th,*,*,Unmarried,*,*,*,41
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,43
*,*,Some-college,Technical,*,Married,*,*,*,81
*,*,HS-grad,Technical,*,Unmarried,*,*,*,48
*,*,Assoc-voc,*,*,Unmarried,*,*,*,35
*,*,Some-college,Other,*,Unmarried,*,*,*,42
*,*,Some-college,*,*,Unmarried,*,*,*,46
*,*,Some-college,*,*,Unmarried,*,*,*,40
*,*,Bachelors,Technical,*,Married,*,*,*,70
*,*,Bachelors,Nontechnical,*,Married,*,*,*,54
*,*,HS-grad,Nontechnical,*,Married,*,*,*,93
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,43
*,*,Some-college,Technical,*,Married,*,*,*,59
*,*,Some-college,Technical,*,Unmarried,*,*,*,50
*,*,Some-college,Nontechnical,*,Married,*,*,*,33
*,*,Bachelors,Nontechnical,*,Married,*,*,*,63
*,*,Some-college,Other,*,Unmarried,*,*,*,46
*,*,HS-grad,Technical,*,Married,*,*,*,47
*,*,Masters,Technical,*,Married,*,*,*,49
*,*,11th,Technical,*,Unmarried,*,*,*,35
*,*,HS-grad,Technical,*,Unmarried,*,*,*,49
*,*,HS-grad,Other,*,Married,*,*,*,36
*,*,Assoc-acdm,Nontechnical,*,Married,*,*,*,104
*,*,Prof-school,Technical,*,Married,*,*,*,69
*,*,12th,Technical,*,Married,*,*,*,48
*,*,1st-4th,Other,*,Unmarried,*,*,*,49
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,40
*,*,Bachelors,Other,*,Unmarried,*,*,*,37
*,*,HS-grad,*,*,Unmarried,*,*,*,26
*,*,Some-college,Other,*,Married,*,*,*,39
*,*,Doctorate,Technical,*,Unmarried,*,*,*,47
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,38
*,*,HS-grad,Other,*,Unmarried,*,*,*,48
*,*,Some-college,Nontechnical,*,Married,*,*,*,44
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,34
*,*,10th,Other,*,Married,*,*,*,32
*,*,Some-college,Other,*,Married,*,*,*,34
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,41
*,*,Some-college,Technical,*,Unmarried,*,*,*,46
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,36
*,*,HS-grad,Other,*,Unmarried,*,*,*,29
*,*,11th,Other,*,Unmarried,*,*,*,35
*,*,HS-grad,Technical,*,Married,*,*,*,36
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,52
*,*,11th,Technical,*,Unmarried,*,*,*,35
*,*,HS-grad,Technical,*,Married,*,*,*,39
*,*,HS-grad,Other,*,Unmarried,*,*,*,44
*,*,HS-grad,Technical,*,Married,*,*,*,36
*,*,11th,Other,*,Married,*,*,*,33
*,*,Bachelors,Other,*,Unmarried,*,*,*,36
*,*,Bachelors,Nontechnical,*,Married,*,*,*,51
*,*,Some-college,Technical,*,Married,*,*,*,58
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,35
*,*,Bachelors,Technical,*,Married,*,*,*,97
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,34
*,*,Masters,Nontechnical,*,Married,*,*,*,32
*,*,7th-8th,Other,*,Unmarried,*,*,*,25
*,*,HS-grad,Technical,*,Unmarried,*,*,*,42
*,*,Masters,Nontechnical,*,Unmarried,*,*,*,41
*,*,HS-grad,Technical,*,Unmarried,*,*,*,39
*,*,HS-grad,Technical,*,Married,*,*,*,46
*,*,11th,Nontechnical,*,Unmarried,*,*,*,40
*,*,Assoc-voc,Technical,*,Married,*,*,*,51
*,*,Doctorate,Technical,*,Unmarried,*,*,*,47
*,*,Bachelors,Nontechnical,*,Married,*,*,*,64
*,*,12th,*,*,Unmarried,*,*,*,38
*,*,Assoc-acdm,Nontechnical,*,Unmarried,*,*,*,46
*,*,Bachelors,Technical,*,Unmarried,*,*,*,46
*,*,Some-college,Technical,*,Married,*,*,*,35
*,*,Some-college,*,*,Married,*,*,*,63
*,*,HS-grad,Nontechnical,*,Married,*,*,*,54
*,*,HS-grad,Technical,*,Married,*,*,*,43
*,*,HS-grad,Technical,*,Married,*,*,*,34
*,*,Bachelors,Technical,*,Unmarried,*,*,*,49
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,48
*,*,Some-college,Other,*,Unmarried,*,*,*,41
*,*,11th,Other,*,Unmarried,*,*,*,39
*,*,10th,Technical,*,Married,*,*,*,51
*,*,Bachelors,Technical,*,Unmarried,*,*,*,48
*,*,HS-grad,*,*,Married,*,*,*,41
*,*,HS-grad,*,*,Married,*,*,*,49
*,*,7th-8th,Other,*,Unmarried,*,*,*,49
*,*,Bachelors,Technical,*,Married,*,*,*,80
*,*,Bachelors,Other,*,Unmarried,*,*,*,40
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,48
*,*,Some-college,*,*,Unmarried,*,*,*,32
*,*,Prof-school,Technical,*,Married,*,*,*,98
*,*,Some-college,Technical,*,Unmarried,*,*,*,45
*,*,Bachelors,Technical,*,Unmarried,*,*,*,47
*,*,Bachelors,Technical,*,Unmarried,*,*,*,41
*,*,Some-college,Other,*,Unmarried,*,*,*,41
*,*,7th-8th,Other,*,Unmarried,*,*,*,39
*,*,9th,Other,*,Married,*,*,*,43
*,*,Assoc-acdm,Other,*,Unmarried,*,*,*,45
*,*,HS-grad,Other,*,Unmarried,*,*,*,40
*,*,Masters,Technical,*,Married,*,*,*,50
*,*,HS-grad,Technical,*,Unmarried,*,*,*,36
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,30
*,*,10th,Other,*,Unmarried,*,*,*,27
*,*,Masters,Technical,*,Unmarried,*,*,*,46
*,*,HS-grad,Technical,*,Unmarried,*,*,*,36
*,*,HS-grad,Nontechnical,*,Married,*,*,*,40
*,*,Bachelors,Technical,*,Unmarried,*,*,*,49
*,*,Bachelors,Other,*,Unmarried,*,*,*,44
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,39
*,*,HS-grad,Other,*,Married,*,*,*,42
*,*,HS-grad,Nontechnical,*,Married,*,*,*,49
*,*,Bachelors,Nontechnical,*,Married,*,*,*,37
*,*,Prof-school,Technical,*,Married,*,*,*,82
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,35
*,*,11th,Other,*,Unmarried,*,*,*,42
*,*,9th,Other,*,Unmarried,*,*,*,25
*,*,Assoc-voc,Other,*,Married,*,*,*,42
*,*,9th,Nontechnical,*,Unmarried,*,*,*,38
*,*,HS-grad,Other,*,Unmarried,*,*,*,49
*,*,HS-grad,Nontechnical,*,Married,*,*,*,50
*,*,HS-grad,Nontechnical,*,Married,*,*,*,44
*,*,Some-college,Nontechnical,*,Married,*,*,*,74
*,*,Bachelors,Nontechnical,*,Married,*,*,*,50
*,*,Some-college,Other,*,Unmarried,*,*,*,27
*,*,10th,Other,*,Unmarried,*,*,*,38
*,*,Some-college,Technical,*,Married,*,*,*,51
*,*,Bachelors,Other,*,Married,*,*,*,90
*,*,HS-grad,Technical,*,Married,*,*,*,43
*,*,HS-grad,Other,*,Unmarried,*,*,*,32
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,43
*,*,Bachelors,Nontechnical,*,Married,*,*,*,103
*,*,5th-6th,Other,*,Married,*,*,*,47
*,*,Doctorate,Technical,*,Married,*,*,*,78
*,*,HS-grad,Technical,*,Unmarried,*,*,*,48
*,*,HS-grad,Technical,*,Married,*,*,*,37
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,34
*,*,Some-college,Nontechnical,*,Married,*,*,*,52
*,*,Some-college,Technical,*,Married,*,*,*,49
*,*,Doctorate,Technical,*,Unmarried,*,*,*,50
*,*,HS-grad,Other,*,Unmarried,*,*,*,43
*,*,HS-grad,Technical,*,Married,*,*,*,47
*,*,HS-grad,*,*,Married,*,*,*,32
*,*,Bachelors,Technical,*,Married,*,*,*,60
*,*,Some-college,Other,*,Unmarried,*,*,*,39
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,33
*,*,Doctorate,Technical,*,Married,*,*,*,50
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,34
*,*,HS-grad,Technical,*,Unmarried,*,*,*,34
*,*,Some-college,Other,*,Unmarried,*,*,*,39
*,*,9th,*,*,Unmarried,*,*,*,34
*,*,HS-grad,Technical,*,Married,*,*,*,48
*,*,7th-8th,Technical,*,Married,*,*,*,37
*,*,HS-grad,Technical,*,Married,*,*,*,52
*,*,12th,Nontechnical,*,Married,*,*,*,54
*,*,Masters,Nontechnical,*,Unmarried,*,*,*,40
*,*,Some-college,Technical,*,Unmarried,*,*,*,45
*,*,Masters,Technical,*,Unmarried,*,*,*,45
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,47
*,*,Assoc-acdm,Technical,*,Unmarried,*,*,*,74
*,*,Some-college,Other,*,Married,*,*,*,33
*,*,HS-grad,Technical,*,Married,*,*,*,51
*,*,11th,*,*,Unmarried,*,*,*,30
*,*,9th,Technical,*,Unmarried,*,*,*,34
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,39
*,*,11th,*,*,Unmarried,*,*,*,28
*,*,11th,Other,*,Unmarried,*,*,*,35
*,*,Bachelors,Nontechnical,*,Married,*,*,*,87
*,*,HS-grad,Nontechnical,*,Married,*,*,*,54
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,33
*,*,12th,Other,*,Unmarried,*,*,*,41
*,*,Some-college,Other,*,Married,*,*,*,37
*,*,HS-grad,Technical,*,Unmarried,*,*,*,45
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,30
*,*,HS-grad,Other,*,Unmarried,*,*,*,46
*,*,Assoc-voc,Technical,*,Married,*,*,*,51
*,*,HS-grad,Technical,*,Married,*,*,*,51
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,39
*,*,11th,Other,*,Unmarried,*,*,*,37
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,48
*,*,7th-8th,*,*,Unmarried,*,*,*,43
*,*,Bachelors,Technical,*,Married,*,*,*,48
*,*,Masters,Nontechnical,*,Unmarried,*,*,*,48
*,*,HS-grad,Other,*,Unmarried,*,*,*,39
*,*,Some-college,Other,*,Married,*,*,*,36
*,*,Some-college,Technical,*,Unmarried,*,*,*,33
*,*,Some-college,Technical,*,Married,*,*,*,48
*,*,Some-college,Technical,*,Unmarried,*,*,*,46
*,*,Bachelors,Technical,*,Unmarried,*,*,*,34
*,*,Assoc-acdm,*,*,Unmarried,*,*,*,45
*,*,Masters,Technical,*,Unmarried,*,*,*,76
*,*,Masters,Technical,*,Married,*,*,*,65
*,*,Bachelors,Technical,*,Unmarried,*,*,*,48
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,45
*,*,Bachelors,Technical,*,Unmarried,*,*,*,48
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,40
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,39
*,*,Some-college,Technical,*,Married,*,*,*,48
*,*,Doctorate,Technical,*,Unmarried,*,*,*,64
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,92
*,*,12th,Other,*,Married,*,*,*,46
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,39
*,*,HS-grad,Technical,*,Married,*,*,*,38
*,*,11th,Other,*,Unmarried,*,*,*,32
*,*,Bachelors,Technical,*,Married,*,*,*,48
*,*,Some-college,Other,*,Unmarried,*,*,*,46
*,*,Bachelors,Technical,*,Unmarried,*,*,*,49
*,*,Assoc-voc,Technical,*,Married,*,*,*,37
*,*,Bachelors,Other,*,Unmarried,*,*,*,40
*,*,HS-grad,Other,*,Unmarried,*,*,*,30
*,*,HS-grad,Technical,*,Married,*,*,*,45
*,*,HS-grad,Technical,*,Unmarried,*,*,*,46
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,46
*,*,Bachelors,Nontechnical,*,Married,*,*,*,69
*,*,HS-grad,Other,*,Unmarried,*,*,*,47
*,*,HS-grad,Technical,*,Married,*,*,*,35
*,*,Bachelors,Technical,*,Unmarried,*,*,*,48
*,*,HS-grad,Nontechnical,*,Married,*,*,*,85
*,*,Bachelors,Nontechnical,*,Married,*,*,*,60
*,*,Bachelors,Technical,*,Unmarried,*,*,*,91
*,*,HS-grad,Nontechnical,*,Married,*,*,*,40
*,*,Some-college,Other,*,Unmarried,*,*,*,47
*,*,HS-grad,Other,*,Married,*,*,*,38
*,*,11th,Nontechnical,*,Married,*,*,*,82
*,*,Some-college,Other,*,Unmarried,*,*,*,45
*,*,Some-college,Other,*,Unmarried,*,*,*,48
*,*,Assoc-voc,Other,*,Married,*,*,*,44
*,*,Assoc-voc,Other,*,Unmarried,*,*,*,40
*,*,Some-college,*,*,Married,*,*,*,25
*,*,Some-college,Technical,*,Married,*,*,*,40
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,41
*,*,Bachelors,Technical,*,Married,*,*,*,49
*,*,HS-grad,Other,*,Unmarried,*,*,*,27
*,*,Bachelors,Technical,*,Married,*,*,*,59
*,*,Some-college,Other,*,Unmarried,*,*,*,40
*,*,HS-grad,Other,*,Married,*,*,*,36
*,*,Masters,Nontechnical,*,Unmarried,*,*,*,80
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,39
*,*,12th,Nontechnical,*,Unmarried,*,*,*,35
*,*,Bachelors,Technical,*,Married,*,*,*,64
*,*,HS-grad,Other,*,Married,*,*,*,49
*,*,Some-college,Other,*,Unmarried,*,*,*,37
*,*,11th,Technical,*,Unmarried,*,*,*,35
*,*,Bachelors,Technical,*,Married,*,*,*,48
*,*,Bachelors,Nontechnical,*,Married,*,*,*,89
*,*,Bachelors,Technical,*,Unmarried,*,*,*,45
*,*,10th,Technical,*,Married,*,*,*,38
*,*,HS-grad,Other,*,Unmarried,*,*,*,33
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,39
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,46
*,*,HS-grad,Other,*,Married,*,*,*,49
*,*,Bachelors,Technical,*,Unmarried,*,*,*,47
*,*,HS-grad,Other,*,Married,*,*,*,79
*,*,HS-grad,Other,*,Unmarried,*,*,*,42
*,*,HS-grad,Other,*,Unmarried,*,*,*,46
*,*,HS-grad,Other,*,Married,*,*,*,93
*,*,HS-grad,Other,*,Unmarried,*,*,*,36
*,*,Doctorate,Nontechnical,*,Married,*,*,*,62
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,50
*,*,10th,Other,*,Unmarried,*,*,*,27
*,*,Some-college,Other,*,Unmarried,*,*,*,46
*,*,Some-college,Nontechnical,*,Married,*,*,*,40
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,38
*,*,HS-grad,Technical,*,Unmarried,*,*,*,46
*,*,Some-college,Other,*,Unmarried,*,*,*,42
*,*,5th-6th,Other,*,Unmarried,*,*,*,48
*,*,HS-grad,Technical,*,Unmarried,*,*,*,39
*,*,Assoc-voc,Technical,*,Married,*,*,*,67
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,39
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,39
*,*,Some-college,Other,*,Unmarried,*,*,*,38
*,*,Masters,Technical,*,Married,*,*,*,45
*,*,Bachelors,Nontechnical,*,Married,*,*,*,52
*,*,Some-college,Technical,*,Unmarried,*,*,*,39
*,*,Some-college,Technical,*,Married,*,*,*,37
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,33
*,*,Assoc-voc,Nontechnical,*,Married,*,*,*,90
*,*,Some-college,Nontechnical,*,Married,*,*,*,37
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,51
*,*,Some-college,Other,*,Unmarried,*,*,*,39
*,*,HS-grad,Other,*,Married,*,*,*,46
*,*,12th,Technical,*,Unmarried,*,*,*,34
*,*,HS-grad,*,*,Married,*,*,*,29
*,*,HS-grad,*,*,Unmarried,*,*,*,41
*,*,Assoc-voc,Technical,*,Married,*,*,*,50
*,*,Bachelors,Technical,*,Married,*,*,*,46
*,*,Some-college,*,*,Unmarried,*,*,*,46
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,42
*,*,HS-grad,Other,*,Married,*,*,*,47
*,*,Some-college,Other,*,Unmarried,*,*,*,38
*,*,HS-grad,Technical,*,Married,*,*,*,38
*,*,HS-grad,Technical,*,Unmarried,*,*,*,41
*,*,Masters,Technical,*,Unmarried,*,*,*,68
*,*,Bachelors,Nontechnical,*,Married,*,*,*,99
*,*,Assoc-acdm,Technical,*,Unmarried,*,*,*,48
*,*,HS-grad,Other,*,Unmarried,*,*,*,40
*,*,11th,Other,*,Unmarried,*,*,*,47
*,*,HS-grad,Other,*,Unmarried,*,*,*,44
*,*,11th,Nontechnical,*,Unmarried,*,*,*,37
*,*,HS-grad,Technical,*,Married,*,*,*,50
*,*,Masters,*,*,Unmarried,*,*,*,27
*,*,Bachelors,Technical,*,Married,*,*,*,96
*,*,Bachelors,Technical,*,Married,*,*,*,53
*,*,HS-grad,Other,*,Unmarried,*,*,*,42
*,*,HS-grad,Other,*,Unmarried,*,*,*,42
*,*,Some-college,*,*,Unmarried,*,*,*,39
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,46
*,*,Some-college,Other,*,Unmarried,*,*,*,39
*,*,10th,Other,*,Unmarried,*,*,*,43
*,*,HS-grad,Other,*,Married,*,*,*,38
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,48
*,*,Some-college,Technical,*,Married,*,*,*,52
*,*,HS-grad,Other,*,Married,*,*,*,45
*,*,HS-grad,Other,*,Married,*,*,*,49
*,*,Assoc-voc,Other,*,Unmarried,*,*,*,42
*,*,Masters,Technical,*,Unmarried,*,*,*,49
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,45
*,*,HS-grad,Other,*,Unmarried,*,*,*,38
*,*,HS-grad,Nontechnical,*,Married,*,*,*,42
*,*,HS-grad,Other,*,Unmarried,*,*,*,47
*,*,HS-grad,Other,*,Unmarried,*,*,*,38
*,*,HS-grad,Technical,*,Unmarried,*,*,*,48
*,*,Some-college,Other,*,Unmarried,*,*,*,45
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,36
*,*,11th,*,*,Married,*,*,*,35
*,*,Some-college,Other,*,Married,*,*,*,71
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,41
*,*,HS-grad,Nontechnical,*,Married,*,*,*,38
*,*,11th,*,*,Unmarried,*,*,*,35
*,*,HS-grad,Technical,*,Married,*,*,*,37
*,*,HS-grad,Other,*,Unmarried,*,*,*,37
*,*,Bachelors,Technical,*,Unmarried,*,*,*,94
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,31
*,*,HS-grad,Other,*,Unmarried,*,*,*,39
*,*,11th,Nontechnical,*,Unmarried,*,*,*,37
*,*,Some-college,Technical,*,Married,*,*,*,35
*,*,Some-college,Technical,*,Married,*,*,*,87
*,*,Bachelors,Technical,*,Unmarried,*,*,*,48
*,*,HS-grad,Technical,*,Married,*,*,*,52
*,*,Some-college,Technical,*,Unmarried,*,*,*,46
*,*,HS-grad,Other,*,Unmarried,*,*,*,46
*,*,Bachelors,Nontechnical,*,Married,*,*,*,68
*,*,Bachelors,Technical,*,Married,*,*,*,48
*,*,HS-grad,Technical,*,Unmarried,*,*,*,35
*,*,Masters,Technical,*,Unmarried,*,*,*,73
*,*,Assoc-voc,Other,*,Unmarried,*,*,*,48
*,*,HS-grad,Nontechnical,*,Married,*,*,*,45
*,*,Bachelors,Technical,*,Unmarried,*,*,*,47
*,*,Doctorate,Technical,*,Unmarried,*,*,*,74
*,*,HS-grad,Other,*,Unmarried,*,*,*,33
*,*,HS-grad,Other,*,Unmarried,*,*,*,40
*,*,HS-grad,Other,*,Married,*,*,*,60
*,*,Bachelors,Technical,*,Unmarried,*,*,*,48
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,57
*,*,11th,Other,*,Unmarried,*,*,*,42
*,*,HS-grad,Other,*,Married,*,*,*,42
*,*,11th,Nontechnical,*,Married,*,*,*,41
*,*,Some-college,Nontechnical,*,Married,*,*,*,36
*,*,HS-grad,Technical,*,Married,*,*,*,38
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,44
*,*,10th,Nontechnical,*,Unmarried,*,*,*,47
*,*,11th,Nontechnical,*,Unmarried,*,*,*,48
*,*,Some-college,Other,*,Married,*,*,*,48
*,*,Bachelors,Technical,*,Unmarried,*,*,*,45
*,*,Bachelors,Nontechnical,*,Married,*,*,*,89
*,*,Some-college,Other,*,Unmarried,*,*,*,41
*,*,Masters,Nontechnical,*,Married,*,*,*,50
*,*,Bachelors,Nontechnical,*,Married,*,*,*,52
*,*,5th-6th,Other,*,Unmarried,*,*,*,26
*,*,Bachelors,Nontechnical,*,Married,*,*,*,94
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,42
*,*,Assoc-voc,Other,*,Unmarried,*,*,*,49
*,*,HS-grad,Other,*,Married,*,*,*,47
*,*,HS-grad,Other,*,Unmarried,*,*,*,49
*,*,9th,Technical,*,Unmarried,*,*,*,49
*,*,Bachelors,Other,*,Unmarried,*,*,*,56
*,*,HS-grad,Technical,*,Married,*,*,*,35
*,*,Bachelors,Nontechnical,*,Married,*,*,*,52
*,*,Some-college,Technical,*,Married,*,*,*,38
*,*,Some-college,*,*,Married,*,*,*,26
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,46
*,*,Some-college,Technical,*,Married,*,*,*,41
*,*,HS-grad,Nontechnical,*,Married,*,*,*,34
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,37
*,*,Some-college,*,*,Unmarried,*,*,*,29
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,31
*,*,Assoc-voc,Other,*,Married,*,*,*,42
*,*,Bachelors,Technical,*,Married,*,*,*,92
*,*,Prof-school,Other,*,Married,*,*,*,45
*,*,Masters,Technical,*,Married,*,*,*,48
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,33
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,37
*,*,Bachelors,Nontechnical,*,Married,*,*,*,57
*,*,HS-grad,Technical,*,Married,*,*,*,35
*,*,7th-8th,Other,*,Married,*,*,*,44
*,*,9th,Technical,*,Married,*,*,*,46
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,39
*,*,Assoc-acdm,*,*,Unmarried,*,*,*,34
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,39
*,*,HS-grad,Technical,*,Unmarried,*,*,*,34
*,*,Some-college,Technical,*,Unmarried,*,*,*,49
*,*,Bachelors,Technical,*,Unmarried,*,*,*,47
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,38
*,*,Some-college,Technical,*,Married,*,*,*,38
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,36
*,*,Some-college,Technical,*,Unmarried,*,*,*,40
*,*,10th,Other,*,Married,*,*,*,44
*,*,Some-college,Technical,*,Unmarried,*,*,*,40
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,42
*,*,Bachelors,Nontechnical,*,Married,*,*,*,80
*,*,Masters,Technical,*,Married,*,*,*,48
*,*,HS-grad,Nontechnical,*,Married,*,*,*,82
*,*,HS-grad,Nontechnical,*,Married,*,*,*,38
*,*,Some-college,Other,*,Unmarried,*,*,*,42
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,40
*,*,Some-college,Other,*,Unmarried,*,*,*,48
*,*,5th-6th,Technical,*,Married,*,*,*,47
*,*,Some-college,Other,*,Married,*,*,*,35
*,*,HS-grad,*,*,Married,*,*,*,47
*,*,HS-grad,Technical,*,Married,*,*,*,43
*,*,HS-grad,Technical,*,Married,*,*,*,40
*,*,Masters,Nontechnical,*,Married,*,*,*,93
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,33
*,*,1st-4th,Other,*,Unmarried,*,*,*,46
*,*,HS-grad,Technical,*,Unmarried,*,*,*,35
*,*,Some-college,*,*,Unmarried,*,*,*,34
*,*,Preschool,Other,*,Married,*,*,*,30
*,*,HS-grad,Other,*,Married,*,*,*,48
*,*,11th,Technical,*,Married,*,*,*,51
*,*,HS-grad,Technical,*,Married,*,*,*,52
*,*,Masters,Technical,*,Unmarried,*,*,*,47
*,*,Prof-school,Technical,*,Married,*,*,*,87
*,*,HS-grad,Technical,*,Married,*,*,*,49
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,50
*,*,Assoc-acdm,Other,*,Unmarried,*,*,*,29
*,*,HS-grad,Technical,*,Married,*,*,*,39
*,*,HS-grad,Nontechnical,*,Married,*,*,*,63
*,*,HS-grad,Other,*,Unmarried,*,*,*,25
*,*,HS-grad,Technical,*,Married,*,*,*,46
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,32
*,*,Some-college,Other,*,Unmarried,*,*,*,39
*,*,Bachelors,Nontechnical,*,Married,*,*,*,75
*,*,Some-college,Technical,*,Unmarried,*,*,*,47
*,*,Some-college,Other,*,Unmarried,*,*,*,38
*,*,HS-grad,Technical,*,Married,*,*,*,60
*,*,Masters,Nontechnical,*,Married,*,*,*,74
*,*,7th-8th,Other,*,Unmarried,*,*,*,44
*,*,HS-grad,Other,*,Unmarried,*,*,*,43
*,*,Some-college,Nontechnical,*,Married,*,*,*,49
*,*,10th,Technical,*,Married,*,*,*,48
*,*,Some-college,Nontechnical,*,Married,*,*,*,52
*,*,10th,Other,*,Unmarried,*,*,*,47
*,*,Bachelors,Nontechnical,*,Married,*,*,*,86
*,*,Assoc-acdm,Nontechnical,*,Married,*,*,*,71
*,*,Some-college,Technical,*,Married,*,*,*,46
*,*,HS-grad,Technical,*,Unmarried,*,*,*,45
*,*,Bachelors,Technical,*,Married,*,*,*,40
*,*,10th,Nontechnical,*,Unmarried,*,*,*,38
*,*,HS-grad,Other,*,Married,*,*,*,46
*,*,HS-grad,Other,*,Unmarried,*,*,*,44
*,*,Some-college,Nontechnical,*,Married,*,*,*,52
*,*,HS-grad,Technical,*,Married,*,*,*,47
*,*,Bachelors,Nontechnical,*,Married,*,*,*,78
*,*,Assoc-voc,*,*,Unmarried,*,*,*,41
*,*,HS-grad,Technical,*,Married,*,*,*,51
